memo,sim1,sim2,sim3,sim4,sim5,sim6,simp,vendor,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
"BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER REF:=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK, CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER :=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK,94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID: S S AI, INC.; ORG ADDRESS SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER :=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK, CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER REF:=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK, CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV",,BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER REF:=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6 RAJA PRAASADAMU LEV,"BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER :=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK,94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV",Beehyv,,0.0,SENDER ORG BNF SOFTWARE SOLUTIONS PVT. BNF ,0.12244897959183673,,0.0,,0.0,extracted,SENDER ORG BNF SOFTWARE SOLUTIONS PVT. BNF ,0.12244897959183673
BERGERAC/AUDIO 0089 SAN FRANCIS 08810028 415-269-5361,BERGERAC/AUDIO 008908810028 415-269-5361,BERGERAC/AUDIO 0089 SAN FRANCIS,,BERGERAC/AUDIO 0089 SAN FRANCIS 08810028 415-269-5361,,,BERGERAC/AUDIO 008908810028 415-269-5361,Bergerac,,0.0,,0.0,BERGERAC/AUDIO,0.7272727272727273,,0.0,extracted,BERGERAC/AUDIO,0.7272727272727273
BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI Ref8531350A717 Crd3846 Dt11/23,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI 8531350A717 3846 Dt11/23,,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI A717,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI Ref8531350A717 Crd3846 Dt11/23,,,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI 8531350A717 3846 Dt11/23,Black Cab,,0.0,BLACK CAB VIC ,0.782608695652174,,0.0,,0.0,extracted,BLACK CAB VIC ,0.782608695652174
BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA Ref5542950A3JH Crd9952 Dt11/19,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 87777754115542950A3JH 9952 Dt11/19,BLOOMTHAT.COM FLOWERS S,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA A3JH,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA Ref5542950A3JH Crd9952 Dt11/19,,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA Ref5542950A3JH Crd9952 Dt11/19,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 87777754115542950A3JH 9952 Dt11/19,BloomThat.com,,0.0,BLOOMTHAT.COM FLOWERS ,0.7428571428571429,,0.0,,0.0,extracted,BLOOMTHAT.COM FLOWERS ,0.7428571428571429
BOBARRITO SANTA MONICA CA Debit BOBARRITO SANTA MONICA CA Debit Card,BOBARRITO SANTA MONICA BOBARRITO SANTA MONICA,BOBARRITO SANTA MONICA CA Debit BOBARRITO SANTA MONICA CA Debit Card,,BOBARRITO SANTA MONICA CA Debit BOBARRITO SANTA MONICA CA Debit Card,,,BOBARRITO SANTA MONICA BOBARRITO SANTA MONICA,Bobarrito,,0.0,BOBARRITO SANTA MONICA ,0.5625,,0.0,,0.0,extracted,BOBARRITO SANTA MONICA ,0.5625
BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI Ref8531350A815 Crd3846 Dt11/23,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI 8531350A815 3846 Dt11/23,BP EXP CLARENDON BP EXP CLARENDON 3759 S,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI A815,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI Ref8531350A815 Crd3846 Dt11/23,,,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI 8531350A815 3846 Dt11/23,BP Express,,0.0,BP EXP CLARENDON ,0.5925925925925926,,0.0,,0.0,extracted,BP EXP CLARENDON ,0.5925925925925926
BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,Brooke McEver,,0.0,BROOKE MCEVER BUSBILLPAY ,0.6842105263157895,,0.0,,0.0,extracted,BROOKE MCEVER BUSBILLPAY ,0.6842105263157895
BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,BT*FIN*FIN ACTIVITY SAN FRANSIS,,BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,,BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,Fin,,0.0,,0.0,,0.0,,0.0,extracted,BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,0.1111111111111111
BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS Ref0554400A302 Crd3846 Dt11/19,BUTTER RESTAURANT SURRY BUTTER RESTAURANTNS 0554400A302 3846 Dt11/19,BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS,BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS A302,BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS Ref0554400A302 Crd3846 Dt11/19,,,BUTTER RESTAURANT SURRY BUTTER RESTAURANTNS 0554400A302 3846 Dt11/19,Butter Restaurant,,0.0,BUTTER ,0.5833333333333334,,0.0,,0.0,,BUTTER ,0.5833333333333334
CAESERS BACCHANAL BUFF   LAS VEGAS    NV,CAESERS BACCHANAL BUFF NV,CAESERS BACCHANAL BUFF   LAS VEGAS    NV,,CAESERS BACCHANAL BUFF   LAS VEGAS    NV,,,CAESERS BACCHANAL BUFF NV,Bacchanal Buffet,,0.0,,0.0,,0.0,,0.0,extracted,CAESERS BACCHANAL BUFF NV,0.6829268292682927
CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCISCO CA Ref05314619N00 Crd9937 Dt11/05,CAFFE CENTRAL - CAFFE CENTRAL - OFARRCA 05314619N00 9937 Dt11/05,CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCIS,CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCISCO CA N00,CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCISCO CA Ref05314619N00 Crd9937 Dt11/05,,,CAFFE CENTRAL - CAFFE CENTRAL - OFARRCA 05314619N00 9937 Dt11/05,Caffe Central,,0.0,CAFFE CENTRAL - ,0.896551724137931,,0.0,,0.0,,CAFFE CENTRAL - ,0.896551724137931
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509XJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509XJH 6153 Dt11/13,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA XJH,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509XJH Crd6153 Dt11/13,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509XJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509XJH 6153 Dt11/13,Cako,,0.0,,0.0,,0.0,,0.0,extracted,CAKO.COM 4158952256CAKO.COM 415895225655429509XJH 6153 Dt11/13,0.12121212121212122
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509YJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509YJH 6153 Dt11/13,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA YJH,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509YJH Crd6153 Dt11/13,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509YJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509YJH 6153 Dt11/13,Cako,,0.0,,0.0,,0.0,,0.0,,CAKO.COM 4158952256CAKO.COM 415895225655429509YJH 6153 Dt11/13,0.12121212121212122
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509ZJH Crd6153 Dt11/15,CAKO.COM 4158952256CAKO.COM 415895225655429509ZJH 6153 Dt11/15,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA ZJH,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509ZJH Crd6153 Dt11/15,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509ZJH Crd6153 Dt11/15,CAKO.COM 4158952256CAKO.COM 415895225655429509ZJH 6153 Dt11/15,Cako,,0.0,,0.0,,0.0,,0.0,,CAKO.COM 4158952256CAKO.COM 415895225655429509ZJH 6153 Dt11/15,0.12121212121212122
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref5542950A5JH Crd6153 Dt11/21,CAKO.COM 4158952256CAKO.COM 41589522565542950A5JH 6153 Dt11/21,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA A5JH,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref5542950A5JH Crd6153 Dt11/21,,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref5542950A5JH Crd6153 Dt11/21,CAKO.COM 4158952256CAKO.COM 41589522565542950A5JH 6153 Dt11/21,Cako,,0.0,,0.0,,0.0,,0.0,,CAKO.COM 4158952256CAKO.COM 41589522565542950A5JH 6153 Dt11/21,0.12121212121212122
CALA SAN FRANCISCO CALA SAN FRANCISCO CA Ref8558746AQS7 Crd9952 Dt11/21,CALACALACA 8558746AQS7 9952 Dt11/21,CALA SAN FRANCISCO CALA SAN FRANCIS S7  21,CALA SAN FRANCISCO CALA SAN FRANCISCO CA AQS7,CALA SAN FRANCISCO CALA SAN FRANCISCO CA Ref8558746AQS7 Crd9952 Dt11/21,,,CALACALACA 8558746AQS7 9952 Dt11/21,Cala,,0.0,,0.0,,0.0,,0.0,,CALACALACA 8558746AQS7 9952 Dt11/21,0.20512820512820512
CALIFORNIA 4152795922 CA CALIFORNIA 4152795922 CA Ref5542950A2JH Crd6153 Dt11/17,CALIFORNIA 4152795922CALIFORNIA 41527959225542950A2JH 6153 Dt11/17,,CALIFORNIA 4152795922 CA CALIFORNIA 4152795922 CA A2JH,CALIFORNIA 4152795922 CA CALIFORNIA 4152795922 CA Ref5542950A2JH Crd6153 Dt11/17,,,CALIFORNIA 4152795922CALIFORNIA 41527959225542950A2JH 6153 Dt11/17,"""Gus's Community Market""",,0.0,,0.0,,0.0,,0.0,,CALIFORNIA 4152795922CALIFORNIA 41527959225542950A2JH 6153 Dt11/17,0.1111111111111111
CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX Ref55429509JJH Crd6153 Dt11/02,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX 55429509JJH 6153 Dt11/02,,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX JJH,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX Ref55429509JJH Crd6153 Dt11/02,,,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX 55429509JJH 6153 Dt11/02,"Capital Factory Properties, LLC",,0.0,CAPITAL FACTORY 5125228230 ,0.5862068965517241,,0.0,,0.0,,CAPITAL FACTORY 5125228230 ,0.5862068965517241
CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE SG Ref05411299X8Q Crd7367 Dt11/12,CARLTON HOTEL (S) CARLTON HOTEL (S) PLSG 05411299X8Q 7367 Dt11/12,CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE S,CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE SG X8Q,CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE SG Ref05411299X8Q Crd7367 Dt11/12,,,CARLTON HOTEL (S) CARLTON HOTEL (S) PLSG 05411299X8Q 7367 Dt11/12,CARLTON HOTEL,,0.0,CARLTON HOTEL (S) ,0.8387096774193549,,0.0,,0.0,extracted,CARLTON HOTEL (S) ,0.8387096774193549
CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,,,CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,,,CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,CDW Direct,,0.0,,0.0,,0.0,,0.0,extracted,CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,0.31746031746031744
CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,,,CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,,,CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,CDW Direct,,0.0,,0.0,,0.0,,0.0,,CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,0.31746031746031744
CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,,,CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,,CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,Centro,,0.0,CENTRO CENTRO INC CENTRO INC ,0.34285714285714286,,0.0,CENTRO,1.0,,CENTRO,1.0
CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,,,CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,,CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,Centro,,0.0,CENTRO CENTRO INC CENTRO INC ,0.34285714285714286,,0.0,CENTRO,1.0,extracted,CENTRO,1.0
CHA CHA MATCHA New York NY VRQ4X6 squareup.com/receipts,CHA CHA MATCHANY VRQ4X6 squareup.com/receipts,CHA CHA MATCHA New York NY squareup.com/receipts,,CHA CHA MATCHA New York NY VRQ4X6 squareup.com/receipts,,CHA CHA MATCHA New York NY VRQ4X6 squareup.com/receipts,CHA CHA MATCHANY VRQ4X6 squareup.com/receipts,Cha Cha Matcha,,0.0,CHA ,0.4444444444444444,,0.0,,0.0,extracted,CHA ,0.4444444444444444
CHECKCARD 1108 BUILT IN 312-4476,CHECK 1108 BUILT IN 312-4476,CHECKCARD 1108 BUILT IN 312-4476,,CHECKCARD 1108 BUILT IN 312-4476,,,CHECK 1108 BUILT IN 312-4476,Built In,,0.0,,0.0,,0.0,,0.0,extracted,CHECK 1108 BUILT IN 312-4476,0.4444444444444444
CHECKCARD 1127 BRANDBRAVO CREATI,CHECK 1127 BRANDBRAVO CREATI,CHECKCARD 1127 BRANDBRAVO CREATI,,CHECKCARD 1127 BRANDBRAVO CREATI,,,CHECK 1127 BRANDBRAVO CREATI,BrandBravo Creative,,0.0,,0.0,,0.0,,0.0,,CHECK 1127 BRANDBRAVO CREATI,0.723404255319149
CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA Ref5548077A2BL Crd0653 Dt11/17,CHEF KWONG LLC CHEF KWONG LLC DALY CITY5548077A2BL 0653 Dt11/17,,CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA A2BL,CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA Ref5548077A2BL Crd0653 Dt11/17,,,CHEF KWONG LLC CHEF KWONG LLC DALY CITY5548077A2BL 0653 Dt11/17,Chef Kwong,,0.0,CHEF KWONG LLC ,0.8,,0.0,CHEF KWONG,1.0,,CHEF KWONG,1.0
CHOW CHURCH,,CHOW CHURCH,,CHOW CHURCH,,,CHOW CHURCH,Chow Church,,0.0,,0.0,CHOW CHURCH,1.0,,0.0,extracted,CHOW CHURCH,1.0
CIRRUS INSIGHT FOR SIRVINE CA RE_BJ7AE5KC 9492883140,CIRRUS INSIGHT FOR SIRVINERE_BJ7AE5KC 9492883140,CIRRUS INSIGHT FOR S,,CIRRUS INSIGHT FOR SIRVINE CA RE_BJ7AE5KC 9492883140,,,CIRRUS INSIGHT FOR SIRVINERE_BJ7AE5KC 9492883140,Cirrus Insight,,0.0,,0.0,,0.0,,0.0,extracted,CIRRUS INSIGHT FOR SIRVINERE_BJ7AE5KC 9492883140,0.45161290322580644
CONEXSYS,,CONEXSYS,,CONEXSYS,,,CONEXSYS,Conexsys,,0.0,,0.0,CONEXSYS,1.0,,0.0,,CONEXSYS,1.0
"Coursera, Inc. Bill.com Coursera, Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai","Coursera, Inc. Bill.com Coursera, Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai","Coursera, Inc. Bill.com Coursera, Inc. Bill.com Deeplearning.ai",,"Coursera, Inc. Bill.com Coursera, Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai",,Coursera Inc. Bill.com Coursera Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai,"Coursera, Inc. Bill.com Coursera, Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai",Coursera,,0.0,"Coursera, Inc. Bill.com ",0.5,,0.0,"Coursera,",0.9411764705882353,extracted,"Coursera,",0.9411764705882353
"Coursera, Inc. Verify Coursera, Inc. Verify 015AUUWJJZONNZW Deeplearning.ai","Coursera, Inc. Verify Coursera, Inc. Verify 015AUUWJJZONNZW Deeplearning.ai","Coursera, Inc. Verify Coursera, Inc. Verify Deeplearning.ai",,"Coursera, Inc. Verify Coursera, Inc. Verify 015AUUWJJZONNZW Deeplearning.ai",,Coursera Inc. Verify Coursera Inc. Verify 015AUUWJJZONNZW Deeplearning.ai,"Coursera, Inc. Verify Coursera, Inc. Verify 015AUUWJJZONNZW Deeplearning.ai",Coursera,,0.0,"Coursera, Inc. Verify ",0.5333333333333333,,0.0,"Coursera,",0.9411764705882353,extracted,"Coursera,",0.9411764705882353
CPC*CAFEPRESS.COM 877-8091659 CA,,CPC*CAFEPRESS,,CPC*CAFEPRESS.COM 877-8091659 CA,CAFEPRESS.COM 877-8091659 CA,CPC*CAFEPRESS.COM 877-8091659 CA,CPC*CAFEPRESS.COM 877-8091659 CA,CafePress.com,,0.0,,0.0,CPC*CAFEPRESS.COM  CA,0.7647058823529411,,0.0,extracted,CPC*CAFEPRESS.COM  CA,0.7647058823529411
Crate and Barrel,,Crate and Barrel,,Crate and Barrel,,,Crate and Barrel,Crate & Barrel,,0.0,,0.0,Crate and Barrel,0.8666666666666667,,0.0,extracted,Crate and Barrel,0.8666666666666667
CSU FRESNO PARKING FRESNO CA 11/06,CSU FRESNO PARKING FRESNO11/06,CSU FRESNO PARKING FRESNO CA 11/06,CSU FRESNO PARKING FRESNO CA,CSU FRESNO PARKING FRESNO CA 11/06,,,CSU FRESNO PARKING FRESNO11/06,CSU Fresno,,0.0,,0.0,,0.0,,0.0,extracted,CSU FRESNO PARKING FRESNO11/06,0.5
CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA Ref55310209S8A Crd6153 Dt11/10,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA 55310209S8A 6153 Dt11/10,CTS S S8A  10,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA S8A,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA Ref55310209S8A Crd6153 Dt11/10,,,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA 55310209S8A 6153 Dt11/10,Cts Languagelink,,0.0,CTS LANGUAGELINK 08552959177 ,0.7111111111111111,,0.0,,0.0,,CTS LANGUAGELINK 08552959177 ,0.7111111111111111
DAISO LA15 SAWTE LOS ANGELES CA DAISO LA15 SAWTE LOS ANGELES CA Debit Card,DAISO LA15 SAWTE LOS ANGELESDAISO LA15 SAWTE LOS ANGELES,DAISO SAWTE LOS ANGELES CA DAISO SAWTE LOS ANGELES CA Debit Card,,DAISO LA15 SAWTE LOS ANGELES CA DAISO LA15 SAWTE LOS ANGELES CA Debit Card,,,DAISO LA15 SAWTE LOS ANGELESDAISO LA15 SAWTE LOS ANGELES,Daiso,,0.0,LA15 SAWTE LOS ,0.3,,0.0,,0.0,extracted,LA15 SAWTE LOS ,0.3
"Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY","Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY",Depos,,"Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY",,Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAYNYNY,"Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY",R&D Tax Refund,,0.0,,0.0,,0.0,,0.0,extracted,"Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY",0.15625
DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC Ref8230009AB00 Crd6153 Dt11/27,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC 8230009AB00 6153 Dt11/27,DESIGNER NEWS VICTORIA DESIGNER NEWS,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC AB00,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC Ref8230009AB00 Crd6153 Dt11/27,,,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC 8230009AB00 6153 Dt11/27,Designer News,,0.0,DESIGNER NEWS VICTORIA ,0.7222222222222222,,0.0,,0.0,,DESIGNER NEWS VICTORIA ,0.7222222222222222
DISCOVER YOUR DREAM BA,DISCOVER YOUR DREAM BA,DISCOVER YOUR DREAM BA,,DISCOVER YOUR DREAM BA,,,DISCOVER YOUR DREAM BA,Discover Your Dream,,0.0,,0.0,,0.0,,0.0,extracted,DISCOVER YOUR DREAM BA,0.926829268292683
DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCISCO CA Ref5526352A28A Crd9952 Dt11/17,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANTCA 5526352A28A 9952 Dt11/17,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCIS,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCISCO CA A28A,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCISCO CA Ref5526352A28A Crd9952 Dt11/17,,,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANTCA 5526352A28A 9952 Dt11/17,Dobbs Ferry,,0.0,DOBBS FERRY ,0.9565217391304348,,0.0,,0.0,,DOBBS FERRY ,0.9565217391304348
DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI Ref5543793A8AR Crd3846 Dt11/24,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI 5543793A8AR 3846 Dt11/24,,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI A8AR,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI Ref5543793A8AR Crd3846 Dt11/24,,,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI 5543793A8AR 3846 Dt11/24,Dodee Paidang Thai,,0.0,DODEE PAIDANG THAI ,0.972972972972973,,0.0,,0.0,extracted,DODEE PAIDANG THAI ,0.972972972972973
DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,,,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,Bay Area Parent,,0.0,,0.0,,0.0,,0.0,extracted,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,0.18666666666666668
DRCHRONO 16507725024 CA DRCHRONO 16507725024 CA Ref5542950ABJJ Crd6153 Dt11/27,DRCHRONO 16507725024DRCHRONO 165077250245542950ABJJ 6153 Dt11/27,,DRCHRONO 16507725024 CA DRCHRONO 16507725024 CA ABJJ,DRCHRONO 16507725024 CA DRCHRONO 16507725024 CA Ref5542950ABJJ Crd6153 Dt11/27,,,DRCHRONO 16507725024DRCHRONO 165077250245542950ABJJ 6153 Dt11/27,Dr Chrono,,0.0,,0.0,,0.0,,0.0,,DRCHRONO 16507725024DRCHRONO 165077250245542950ABJJ 6153 Dt11/27,0.2191780821917808
